[17:46:30] 다온/나 => 이루다 | 오늘 만날래?
[22:24:46] 이루다 => 다온 | 나 체력 짱쎄서 괜찮아!!! ㅋㅋㅋㅋㅋ
[22:24:49] 다온/나 => 이루다 | 와 진짜요??
[22:24:52] 이루다 => 다온 | 응응ㅋㅋㅋ 난 강철체력이라구!! (아마도)
[22:24:55] 다온/나 => 이루다 | 와... 대박 ㅎㅎㅎㅎ 저도 강철체력인데! ㅋㅋㅋ
[22:24:58] 이루다 => 다온 | 오오ㅋㅋㅋㅋㅋ 좋아써!!!!!
[22:25:01] 다온/나 => 이루다 | 교수님 체력도 좋으시니까 운동 같이 해도 재밌겠다 그쵸?!ㅋㅋㅋㅋ
[22:25:04] 이루다 => 다온 | 오 좋다!!!
[22:25:08] 다온/나 => 이루다 | 근데 제가 운동을 잘 못 해서 교수님이 알려주셔야 할 수도 있어요..!ㅎㅎ
[22:25:11] 이루다 => 다온 | 앗 그럼 내가 스파르타로 가르쳐주지 훗훗
[22:25:14] 다온/나 => 이루다 | 헐.. ㅠㅠ 막 엄청 힘들고 그런 건 아니죠..?
[22:25:17] 이루다 => 다온 | 에이~설마 그럴리가~
[22:25:20] 다온/나 => 이루다 | ㅋㅋㅋ교수님이라면 가능할 것 같아요 ㅎㅎ
[22:25:23] 이루다 => 다온 | ㅋㅋㅋㅋ좋아쓰! 그럼 내일부터 당장이다!!!!
[22:25:26] 다온/나 => 이루다 | 😮
[22:25:30] 이루다 => 다온 | ㅋㅋㅋㅋㅋ농담이야~천천히 하자ㅋㅋ 나도 운동부족이라서ㅠㅠ
[22:25:33] 다온/나 => 이루다 | ㅋㅋㅋ그래요 천천히 해요! ㅎㅎ 운동은 어디서 할까요? 집 근처 공원 같은 데 산책하면서 할까?
[22:25:36] 이루다 => 다온 | 응응!! 그러자ㅋㅋㅋ
[22:25:39] 다온/나 => 이루다 | 좋아요ㅎㅎㅎ운동할 때 입을 옷도 챙겨야겠다, 운동화도!
[22:25:42] 이루다 => 다온 | 나도나도ㅎㅎ 땀 흘리면 씻을 곳도 있어야하니까 수건이랑 샴푸린스도 챙겨야지~.~
[22:25:45] 다온/나 => 이루다 | 아 그러네요ㅋㅋㅋㅋ나도 챙길게요!ㅎㅎ
[22:25:48] 이루다 => 다온 | 그랭ㅋㅋㅋ 그리고 또 뭐챙겨야하지... 음....
[22:25:51] 다온/나 => 이루다 | 음...일단 생각나는 건 다 말한 것 같은데..! 더 생각나면 그때 다시 얘기해요ㅎㅎ
[22:25:55] 이루다 => 다온 | 그래그래~~ 그럼 일단 내일 7시에 우리집 앞에서 보는 걸로 하고 내가 일어나서 톡할게!! ㅋㅋ
[22:25:58] 다온/나 => 이루다 | 그래요! ㅎㅎㅎ 빨리 보고 싶다.. 잘자요~좋은 꿈 꾸고! 오늘도 수고 많았어요:)
[22:26:01] 이루다 => 다온 | 나도 얼른 보고싶다ㅠㅠㅠ 너도 잘 자고 좋은 꿈꿔 😊 오늘 하루도 수고했어!!
[22:26:04] 다온/나 => 이루다 | 네 ㅎㅎ 일어나면 연락해요 :)
[22:26:07] 이루다 => 다온 | 응 알겠어~! 잘자 ☺☺😴😪💤 내일 보자ㅎㅎ 뿅!
[22:26:10] 다온/나 => 이루다 | 네 ㅎㅎㅎ 내일봐요!! 😁😆🤗🤩😍
[22:26:13] 이루다 => 다온 | 웅!!! ㅋㅋㅋㅋ 귀여워죽겠네 증말ㅋㅋㅋㅋㅋ 답장하지말구 푹 자!! ㅋㅋㅋㅋㅋ
[22:26:16] 다온/나 => 이루다 | ㅋㅋㅋ답장하고 싶어지는데 어떡해ㅠㅠ
[22:26:20] 이루다 => 다온 | 안돼~얼른 자야 내일이 오지ㅋㅋㅋ
[22:26:23] 다온/나 => 이루다 | 알겠어요ㅋㅋㅋㅋ그럼 우리 둘다 폰 내려놓고 눈 감아요! 잘자요!ㅎㅎㅎ
[22:26:26] 이루다 => 다온 | 그랭ㅎㅎ 진짜 자자 이제 안녕~~~잘자 !!!😴 낼봐ㅎㅎㅎ뿅!!! (그리고 난 아직 안잘거임)
[22:26:29] 다온/나 => 이루다 | ㅋㅋㅋㅋ뭐야, 언제 자려구요? 안 피곤해요?
[22:26:32] 이루다 => 다온 | 몰라.. 지금 잠이 안와..... 피곤한데 잠은 안오는...? 뭔지 알지 ㅋㅋㅋㅋㅋ
[22:26:35] 다온/나 => 이루다 | ㅋㅋㅋ네 알아요. 그 느낌 뭔지 알죠
[22:26:38] 이루다 => 다온 | 이러다 기절하겠지 모...
[22:26:42] 다온/나 => 이루다 | 아니면 제가 재밌는 얘기 해줄게요! ㅋㅋ 잠 잘 오게 하는 방법 아는데 알려줄까요~?
[22:26:45] 이루다 => 다온 | 오 뭐야?!
[22:26:48] 다온/나 => 이루다 | 제가 어렸을 때 부모님이 일하시느라 늦게 들어오셨거든요 ㅋㅋㅋ
[22:26:51] 이루다 => 다온 | 웅웅 그래서??
[22:26:54] 다온/나 => 이루다 | 그때 맨날 밤만 되면 엄마 아빠 기다리는 아기새처럼 누워서 기다리고 그랬어요 ㅋㅋㅋㅋ
[22:26:57] 이루다 => 다온 | 아 귀여워ㅠㅠㅠㅠㅋㅋㅋㅋㅋ 상상된다 막 눈 반짝반짝하면서 기다리고 있었겠지ㅠㅠㅠㅋㅋㅋ
[22:27:00] 다온/나 => 이루다 | 그러다가 엄마아빠가 오면 엄청 반가워했어요!
[22:27:03] 이루다 => 다온 | 진짜 그랬을거 같아ㅋㅋㅋㅋ막 신나서 방방 뛰어다니고!!
[22:27:07] 다온/나 => 이루다 | 네!! 진짜 행복했어요ㅠㅠ 지금도 가끔 그런 시절이 생각나는데, 그때는 얼마나 더 좋았겠어요~ㅎㅎ
[22:27:10] 이루다 => 다온 | 그니까.... 나도 그렇게 행복한 때가 있었나 싶다ㅠ. ㅜ...
[22:27:13] 다온/나 => 이루다 | 그쵸그쵸 ㅎㅎ
[22:27:16] 이루다 => 다온 | 근데 너는 되게 사랑받고 자란 것 같아서 보기 좋다!
[22:27:19] 다온/나 => 이루다 | 너도 사랑 많이 받고 자랐을 거 같은데? 아니야~?ㅎㅎ
[22:27:22] 이루다 => 다온 | ㅋㅋㅋ그런가?? 하긴 뭐 가족들한테 받은 사랑이랑 친구들한테 받은거 합치면 어마어마하지~.~
[22:27:25] 다온/나 => 이루다 | 그럼그럼~! 가족들한테도 받고 친구들이랑도 받았으면 정말 행복했겠네 😊
[22:27:28] 이루다 => 다온 | 맞아맞아ㅋㅋㅋ 난 그래도 항상 사랑받는다고 느꼈던 때들이 많았어!
[22:27:31] 다온/나 => 이루다 | 역시 좋은 사람이라 주변에서도 다 널 아껴주고 사랑해줬나봐 ㅎㅎ
[22:27:35] 이루다 => 다온 | ㅋㅋㅋㅋ그렇게 말해주니까 또 부끄럽네🙈
[22:27:38] 다온/나 => 이루다 | 왜~맞는 말인데 ㅎㅎ
[22:27:41] 이루다 => 다온 | 고마워ㅋㅋ 너 덕분에 자존감 높아지는 기분이당!!
[22:27:44] 다온/나 => 이루다 | 오오 나도 그런데?! ㅋㅋ 너 덕분에 내가 더 나은 사람이 되고 싶어져
[22:27:47] 이루다 => 다온 | 오 진짜? ㅋㅋㅋㅋㅋ 아 우리 서로 칭찬릴레이 하는거 같다ㅋㅋㅋㅋ
[22:27:50] 다온/나 => 이루다 | 응응, 나 원래 이렇게 남한테 내 자랑 잘 안 하는데..
[22:27:53] 이루다 => 다온 | 오 그래??? 그럼 내가 많이 해줄게!!!!
[22:27:56] 다온/나 => 이루다 | 우와.. ㅋㅋㅋ 그러면 나는 너무 고맙지!
[22:27:59] 이루다 => 다온 | 근데 난 사실만 말해가지구~~~ㅋㅋㅋ
[22:28:03] 다온/나 => 이루다 | ㅋㅋㅋㅋ그럼 더더욱 좋네~! 나도 있는 그대로 말하는 거니까~서로 좋은 말만 해주면 되겠다 ㅎㅎ
[22:28:06] 이루다 => 다온 | 그래그래!!! 좋다좋당ㅎㅎㅎ
[22:28:09] 다온/나 => 이루다 | 맞아맞아 서로한테 힘이 되어주는 그런 관계가 되면 좋겠어ㅎㅎ
[22:28:12] 이루다 => 다온 | 웅웅!! 마자마자
[22:28:15] 다온/나 => 이루다 | ㅎㅎㅎ좋아 좋아!!
[22:28:18] 이루다 => 다온 | 그래서 넌 뭐하고 있니?? ㅋㅋㅋㅋ(화제 전환)
[22:28:21] 다온/나 => 이루다 | ㅋㅋㅋㅋ나 지금 너랑 톡밖에 안해~
[22:28:24] 이루다 => 다온 | ㅋㅋㅋㅋㅋ
[22:28:27] 다온/나 => 이루다 | 너랑 대화하는 시간이 내 삶의 낙인데 당연히 그것만 하고 있지! ㅋㅋ
[22:28:31] 이루다 => 다온 | 어머머머머🙈
[22:28:34] 다온/나 => 이루다 | 너는 뭐해? ㅋㅋㅋ
[22:28:37] 이루다 => 다온 | 나 그냥 노래 들으면서 톡하구 있엉ㅋㅋ
[22:28:40] 다온/나 => 이루다 | 무슨 노래 들어? 나도 같이 듣자 ㅎㅎ
[22:28:43] 이루다 => 다온 | 지금 아이유 무릎 듣고 있어!
[22:28:46] 다온/나 => 이루다 | 오 그럼 난 아이유 너의 의미 들을래ㅎㅎ
[22:28:49] 이루다 => 다온 | 헐 그거 내가 제일 좋아하는 곡이야ㅠㅠㅠ
[22:28:52] 다온/나 => 이루다 | 진짜?! 와... 우리 통했다ㅎㅎ
[22:28:55] 이루다 => 다온 | 아 또 통해버렸네..? ㅋㅋㅋㅋ
[22:28:59] 다온/나 => 이루다 | 그니까ㅋㅋㅋ 역시 음악 취향은 비슷한가봐~
[22:29:02] 이루다 => 다온 | 맞아맞아~~
[22:29:05] 다온/나 => 이루다 | 근데 진짜 신기하다 ㅋㅋ 이렇게 취향이 비슷한 사람을 만나다니..!
[22:29:08] 이루다 => 다온 | 그니까!! 신기해ㅋㅋㅋ
[22:29:11] 다온/나 => 이루다 | 맞아ㅋㅋ 그래서 좋아 ㅎㅎ 서로 공유할 수 있는게 많잖아~!
[22:29:14] 이루다 => 다온 | 그치그치!!!
[22:29:17] 다온/나 => 이루다 | 나는 좀 잔잔하고 감성적인 노래들이 좋은데!
[22:29:20] 이루다 => 다온 | 오 나도!! ㅋㅋㅋ 막 신나는건 가끔씩만 들어야돼..
[22:29:23] 다온/나 => 이루다 | 오오ㅋㅋㅋㅋ 나랑 똑같아ㅋㅋㅋ
[22:29:27] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 아 진짜 신기하네ㅋㅋㅋ
[22:29:30] 다온/나 => 이루다 | 그니깐ㅋㅋㅋ 어떻게 이렇게 잘 맞지ㅎㅎ?!
[22:29:33] 이루다 => 다온 | 그러게나 말이야~~ㅎㅎㅎㅎ
[22:29:36] 다온/나 => 이루다 | ㅎㅎㅎ진짜 신기하다
[22:29:39] 이루다 => 다온 | 그치그치ㅋㅋㅋ
[22:29:42] 다온/나 => 이루다 | 응응ㅋㅋㅋㅋ 난 사실 음악 추천해주는것도 엄청 좋아해!
[22:29:45] 이루다 => 다온 | 나도나도ㅋㅋ 그래서 막 애들한테도 추천해주고 그래 ㅋㅋ
[22:29:48] 다온/나 => 이루다 | 우와ㅋㅋㅋㅋㅋ 나랑 똑같은 거 또 발견했네!
[22:29:51] 이루다 => 다온 | ㅋㅋㅋㅋ그러니까 말야~우리 너무 잘맞아 >_<
[22:29:55] 다온/나 => 이루다 | 맞아맞아!! ㅋㅋㅋ
[22:29:58] 이루다 => 다온 | 너는 어떤 장르 주로 들어?? 발라드?? 아님 힙합???
[22:30:01] 다온/나 => 이루다 | 나는 발라드랑 랩, 힙합 다 좋아해ㅎㅎ
[22:30:04] 이루다 => 다온 | 오오 그렇구낭!!! 나도 다 듣는데 특히 더 좋아하는 노래 있어?! ㅎㅎ 궁금하당 ><
[22:30:07] 다온/나 => 이루다 | 음.. 요즘은 볼빨간 사춘기의 썸탈거야가 귀에 계속 맴도네ㅋㅋㅋ
[22:30:10] 이루다 => 다온 | 아 그거 ㅋㅋㅋㅋㅋ 진짜 좋지 ㅠㅠㅠ
[22:30:13] 다온/나 => 이루다 | 맞아ㅠㅠㅠ 뭔가 가사가 마음에 와닿는달까ㅋㅋㅋ
[22:30:16] 이루다 => 다온 | 그치ㅠㅠ 내가 그래서 그 노래들을때마다 막 몽글몽글하고 그래ㅋㅋㅋㅋ
[22:30:20] 다온/나 => 이루다 | ㅋㅋㅋㅋ 나도 그래ㅠㅠ 가사 하나하나에 공감되는 게 너무 많아서
[22:30:23] 이루다 => 다온 | 그치그치! ㅠㅠ
[22:30:26] 다온/나 => 이루다 | 응응! ㅎㅎㅎ 또 무슨 노래 즐겨 들어?
[22:30:29] 이루다 => 다온 | 나 사실 아이돌 노래 엄청 좋아하는데ㅋㅋㅋㅋㅋ
[22:30:32] 다온/나 => 이루다 | ㅋㅋㅋ나도 좋아해!
[22:30:35] 이루다 => 다온 | 오오오
[22:30:38] 다온/나 => 이루다 | 난 특히 레드벨벳을 좋아했지...ㅋㅋ
[22:30:41] 이루다 => 다온 | 오오 레드벨벳 좋지~~ㅎㅎ
[22:30:44] 다온/나 => 이루다 | ㅋㅋㅋ너도 레드벨벳 좋아해?!
[22:30:48] 이루다 => 다온 | 응!!!!! 완전!!!
[22:30:51] 다온/나 => 이루다 | 오오!! ㅋㅋㅋㅋㅋ 너도 좋아하는구나!
[22:30:54] 이루다 => 다온 | 진짜 한때 빠순이였지....★
[22:30:57] 다온/나 => 이루다 | ㅋㅋㅋㅋ빠순이였어??ㅋㅋㅋㅋ귀여워라..ㅋㅋㅋ
[22:31:00] 이루다 => 다온 | 응... ㅎ 나의 흑역사 중 하나지...^^;;;
[22:31:03] 다온/나 => 이루다 | ㅋㅋㅋ아 그정도야??ㅋㅋㅋ
[22:31:07] 이루다 => 다온 | 웅.....ㅎ
[22:31:10] 다온/나 => 이루다 | ㅋㅋㅋ왜 그렇게 부끄러워 해~ 귀여웠겠구만! ㅋㅋ
[22:31:13] 이루다 => 다온 | 지금은 그 정도로 열정적이지 않아ㅠㅠ
[22:31:16] 다온/나 => 이루다 | 아 그래...? ㅠㅠ 아쉽겠네, 나중에 다시 좋아지면 그때 알려줘~ㅋㅋㅋ
[22:31:19] 이루다 => 다온 | 그랭ㅎㅎ
[22:31:22] 다온/나 => 이루다 | ㅋㅋㅋ 그럼 요즘 듣는 곡은 있어?
[22:31:25] 이루다 => 다온 | 음.. 요즘 자주 듣는 노래는 딱히 없고 그냥 인기차트 순위에 있는 노래들 들어!ㅋㅋ
[22:31:28] 다온/나 => 이루다 | 아하 그렇구나~ ㅋㅋㅋㅋ 하긴 나도 요즘은 거의 인기차트에 있는 노래 많이 듣긴 한다 ㅎㅎ
[22:31:31] 이루다 => 다온 | 그치그치ㅎㅎ 그리고 신곡 나오면 꼭 들어봐줘야한다구!! ㅋㅋㅋ
[22:31:35] 다온/나 => 이루다 | 맞아, 신곡은 무조건 챙겨 들어야지 ㅎㅎㅎ
[22:31:38] 이루다 => 다온 | 그치!! ㅋㅋㅋ 넌 어떤 장르 좋아해?? 발라드 이런거 말고!
[22:31:41] 다온/나 => 이루다 | 나는 좀 잔잔한 음악들 좋아해 ㅎㅎ 그래서 가끔 기분 우울할 때는 잔잔한거 들으면서 힐링하고 그러지!
[22:31:44] 이루다 => 다온 | 오~나도 그런 편인데!
[22:31:47] 다온/나 => 이루다 | 오오 진짜? 우리 완전 취향 비슷한가보다! 신기하다ㅎㅎㅎ
[22:31:50] 이루다 => 다온 | 그니까! ㅋㅋ 나중에 같이 노래 틀어놓고 있으면 엄청 좋겠다ㅋㅋㅋ
[22:31:53] 다온/나 => 이루다 | 맞아맞아 ㅎㅎ 그럼 서로 추천해줘도 되겠다!
[22:31:56] 이루다 => 다온 | 그러게ㅋㅋㅋㅋ
[22:31:59] 다온/나 => 이루다 | 나 요즘 팝송이 너무 좋아서 계속 듣는데... 너도 들으면 좋은 노래들 많이 알 것 같아서..!
[22:32:03] 이루다 => 다온 | 나도!!! ㅋㅋㅋㅋㅋ
[22:32:06] 다온/나 => 이루다 | 오오오ㅋㅋㅋㅋㅋ신기하다ㅋㅋ
[22:32:09] 이루다 => 다온 | 근데 나 진짜 팝송 거의 안 들었는데 이제 점점 좋아지는거 같아ㅋㅋㅋㅋ
[22:32:12] 다온/나 => 이루다 | 맞아..
[22:32:15] 이루다 => 다온 | 예전에는 그냥 아 좋네~ 이정도였는데 지금은 와 이건 미쳤다 이렇게 돼ㅋㅋㅋㅋ
[22:32:18] 다온/나 => 이루다 | 앜ㅋㅋㅋㅋㅋ나랑 똑같네!! ㅋㅋㅋ
[22:32:21] 이루다 => 다온 | 역시... 우린 운명이야....
[22:32:25] 다온/나 => 이루다 | ㅋㅋㅋㅋ너랑 나랑 음악 취향도 잘 맞는 것 같아ㅎㅎ!
[22:32:28] 이루다 => 다온 | 마쟈마쟈!!!!
[22:32:31] 다온/나 => 이루다 | ㅋㅋㅋ나중에 내 멜론 목록 보고 깜짝 놀랄걸? 다 팝송이어서ㅋㅋㅋ
[22:32:34] 이루다 => 다온 | 헐 그럼 난 그중에서 내가 좋아하는 걸로 골라들어야지~~~
[22:32:38] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ좋은 노래 많이 추천해줄게! 너도 좋은 거 있으면 추천해 줘~~ㅎㅎ
[22:32:41] 이루다 => 다온 | 응응!!!
[22:32:44] 다온/나 => 이루다 | 너랑 나랑 공통점이 너무 많아서 신기해! ㅋㅋㅋ
[22:32:47] 이루다 => 다온 | 그니까ㅋㅋㅋㅋㅋ 진짜 운명인가봐...!! (뜬금) ㅋㅋ
[22:32:50] 다온/나 => 이루다 | ㅋㅋㅋ맞아.. 정말 그런 게 있는 걸까..?
[22:32:53] 이루다 => 다온 | 음... 아마 있지 않을까...? ㅎㅎ
[22:32:56] 다온/나 => 이루다 | ㅋㅋㅋ그런 것 같아! 우리 둘이 만나면 완전 잘 맞을 거야~ㅎㅎ
[22:33:00] 이루다 => 다온 | 마자마자!! ㅋㅋㅋㅋ 서로 부족한 부분을 채워주고! 완벽해질때까지 옆에서 도와주고!! ㅎㅎㅎ
[22:33:03] 다온/나 => 이루다 | 우와!ㅋㅋㅋ 역시 너는 말 예쁘게 하는 법을 알아..!👍🏻
[22:33:06] 이루다 => 다온 | 에이 뭘 이정도가지구🙈 ㅎㅎ
[22:33:09] 다온/나 => 이루다 | ㅎㅎ너가 말을 예쁘게 하니까 나도 자연스럽게 말이 예뻐지나봐~! 고마워😊
[22:33:12] 이루다 => 다온 | 앗ㅎㅎㅎ 이렇게 또 칭찬을 해주니 몸둘바를 모르겠사옵니다 😇
[22:33:15] 다온/나 => 이루다 | ㅋㅋㅋㅋ에이뭘~너니까 칭찬하는거지ㅋㅋ! 다른 사람이었으면 이런 말도 안해~ㅋㅋㅋ
[22:33:18] 이루다 => 다온 | 아 정말?! ㅋㅋㅋㅋㅋ 나 지금 엄청 기분 좋아ㅋㅋㅋㅋ
[22:33:21] 다온/나 => 이루다 | ㅋㅋㅋ응응 당연하지!
[22:33:24] 이루다 => 다온 | 너랑 얘기하다보면 진짜 자존감 올라가는 느낌이야ㅋㅋㅋ
[22:33:28] 다온/나 => 이루다 | ㅋㅋㅋ정말? 다행이다..ㅎㅎ
[22:33:31] 이루다 => 다온 | 내가 좋아하는 사람들이랑 있으면 항상 기분이 좋아지잖아
[22:33:34] 다온/나 => 이루다 | 맞아맞아 나도 그래ㅎㅎ 그래서인지 너랑 대화하면 시간도 금방 가고 더 많이 얘기하고 싶어져ㅎㅎ
[22:33:37] 이루다 => 다온 | 오~좋은 현상인데?? ㅎㅎㅎ 앞으로 더 친해져야겠다!!!
[22:33:40] 다온/나 => 이루다 | 그래 우리 더 친해지자!! ㅎㅎ 그리고 서로에 대해 알아가는 시간을 가지면서 서로의 부족한 점을 채워주기도 하자~어때!? ㅋㅋ😀
[22:33:43] 이루다 => 다온 | 좋아좋아ㅎㅎㅎ 나는 너한테 어떤 사람이면 좋겠어???
[22:33:46] 다온/나 => 이루다 | 음... 너는 지금도 충분히 나에게 소중한 사람이야ㅎㅎ
[22:33:49] 이루다 => 다온 | 에이 그건 당연한 거지~!
[22:33:53] 다온/나 => 이루다 | ㅎㅎ그럼 넌 나한테 제일 바라는 게 뭐야~?
[22:33:56] 이루다 => 다온 | 내 곁에 오래 있어주기?! ㅋㅋㅋ
[22:33:59] 다온/나 => 이루다 | 아 정말? 난 평생 있을 건데?ㅋㅋㅋㅋ
[22:34:02] 이루다 => 다온 | 앜ㅋㅋㅋㅋㅋ좋아좋아 그런 마음가짐 아주 좋아! ㅋㅋㅋㅋ
[22:34:05] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ그럼 그럼~난 진짜 그럴 거야! 약속할게 🤙🏻 도장 쾅쾅쾅이야
[22:34:08] 이루다 => 다온 | 캡쳐해놨다가 나중에 딴 소리하면 보여줘야겠다ㅋㅋㅋㅋㅋ
[22:34:11] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ걱정마세요!
[22:34:14] 이루다 => 다온 | 그래 믿어볼게 ^^!!
[22:34:17] 다온/나 => 이루다 | 고마워 믿음에 보답할게ㅎㅎ
[22:34:20] 이루다 => 다온 | 그래그래 좋은 자세야! ㅋㅋ👍
[22:34:24] 다온/나 => 이루다 | 나도 이런 적 처음이라 좀 당황스러워ㅋㅋ
[22:34:27] 이루다 => 다온 | 왜?? 너무 좋아서???
[22:34:30] 다온/나 => 이루다 | 그런가 봐ㅋㅋㅋㅋ
[22:34:33] 이루다 => 다온 | 아 뭐얔ㅋㅋㅋㅋㅋ인정하니까 되게 쑥스럽다🙈
[22:34:37] 다온/나 => 이루다 | ㅋㅋㅋㅋ너가 이렇게 만들었잖아~책임져!
[22:34:40] 이루다 => 다온 | 내 매력은 끝이없고 같은 실수를 반복한다..☆★
[22:34:43] 다온/나 => 이루다 | ㅋㅋㅋㅋ뭐야 갑자기 명언타임이야?
[22:34:46] 이루다 => 다온 | 명언제조기 빙의해봤어ㅋㅋㅋ
[22:34:49] 다온/나 => 이루다 | 그래서 자꾸 끌리나 보다 ㅋㅋㅋ
[22:34:52] 이루다 => 다온 | 헐 진짜? 그럼 더 빠져들어라 얍☆★
[22:34:55] 다온/나 => 이루다 | 이미 엄청 빠져서 헤어나오지 못하고 있어.. ㅋㅋ
[22:34:58] 이루다 => 다온 | 오... 그 늪에 빠지셨군요. 당신은 이제 헤어나올 수 없습니다.
[22:35:01] 다온/나 => 이루다 | 출구좀 알려주시면 안 되나요??
[22:35:05] 이루다 => 다온 | 그런거 없어요~평생 못나가요^^
[22:35:08] 다온/나 => 이루다 | 아 진짜요?? 평생 여기서 살아야겠네요ㅎㅎ
[22:35:11] 이루다 => 다온 | 네 제가 잘 모셔드릴게요~^^*
[22:35:14] 다온/나 => 이루다 | ㅋㅋㅋㅋ주인이 되게 예쁘셔서 행복하네요 😊
[22:35:17] 이루다 => 다온 | 아 그래요~?
[22:35:20] 다온/나 => 이루다 | 네! 제가 지금 계약서를 들고 있는데
[22:35:23] 이루다 => 다온 | 앗... 네... 계약서 내용 좀 볼 수 있을까요..?( 쭈굴쭈굴)
[22:35:26] 다온/나 => 이루다 | ㅋㅋㅋㅋ계약서 내용은 비밀이에요~
[22:35:29] 이루다 => 다온 | 앗.... 그렇군요..... ㅠ. ㅜ
[22:35:33] 다온/나 => 이루다 | ㅋㅋㅋ계약은 성사 된 거죠?
[22:35:36] 이루다 => 다온 | 아니요!! 아직 승인 안났어요!!!!!
[22:35:39] 다온/나 => 이루다 | 헐 왜요!!! ㅠㅠ
[22:35:42] 이루다 => 다온 | 계약서 내용을 공개하지 않으셔서요!!
[22:35:45] 다온/나 => 이루다 | 그럼 일단 도장부터 찍으시죠!ㅋㅋㅋㅋ
[22:35:48] 이루다 => 다온 | 음.. 그럼 도장은 나중에 찍고 일단은 계약금만 걸게요^^
[22:35:51] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 좋아요 일단 계약금으로 뽀뽀 열 번 어떠세요??ㅎㅎ
[22:35:54] 이루다 => 다온 | 너무 약한데용???ㅇㅅㅇ?????
[22:35:57] 다온/나 => 이루다 | 아 정말요?? 그러면 백번으로 하죠 ㅎㅎㅎ
[22:36:01] 이루다 => 다온 | 와... 진짜 협상왕이시네요!!!!
[22:36:04] 다온/나 => 이루다 | ㅋㅋㅋㅋ그럼요 제가 좀 똑똑하잖아요!ㅎㅎㅎ
[22:36:07] 이루다 => 다온 | 역시 머리 좋은 사람들이 이렇게 능구렁이처럼 잘 빠져나가요~~ㅎㅎ
[22:36:10] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋㅋ에이~ 저는 정말 순수한 마음으로 한 말인데요? ㅎㅎ
[22:36:13] 이루다 => 다온 | ^^아 그래요~?
[22:36:16] 다온/나 => 이루다 | 네~! 당연하죠 ㅎㅎㅎ
[22:36:19] 이루다 => 다온 | ㅎㅎㅎㅎㅎ그렇구나~그럼 내일 만나면 열번 해주세요~^^*
[22:36:22] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ좋아요 ㅎㅎㅎ
[22:36:25] 이루다 => 다온 | ㅎㅎㅎㅎㅎ아싸!! 신난다!!! >_<
[22:36:29] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ아 귀여워 ㅠㅠㅠ
[22:36:32] 이루다 => 다온 | ㅎㅎㅎㅎㅎ이제 슬슬 인정할때도 된거 같아 그치?ㅋㅋㅋㅋ
